NTRDBT,JOINT,ORGD1FPRSE,PRFILE,SUCCESS,DISTSUCCESS,FEEP,FEEI,FEEW,REALPROPNULL,REALPROPNONE,REALPROPVALUE,REALPROPVALUESQR,REALPROPVALUELOG,PERSPROPNULL,PERSPROPVALUE,PERSPROPVALUESQR,PERSPROPVALUELOG,UNSECNPRNULL,UNSECNPRVALUE,UNSECNPRVALUESQR,UNSECNPRVALUELOG,UNSECEXCESS,UNSECPRNULL,UNSECPRVALUE,UNSECPRVALUESQR,UNSECPRVALUELOG,AVGMNTHINULL,AVGMNTHIVALUE,AVGMNTHIVALUESQR,AVGMNTHIVALUELOG,IEINDEX,IEGAP
1,1,0,0,1,0.6488,0,0,0,0,0,88620,7853504400,11.3921,0,15376.28,236429986.6,9.6406,0,149532.63,22360007435,11.9153,0,0,18713.08,350179363.1,9.837,0,3996,15968016,8.293,1.547,1413
0,0,0,0,1,0.5168,0,0,0,0,0,60000,3600000000,11.0021,0,20660.72,426865350.9,9.936,0,157122.77,24687564852,11.9648,0,0,0,0,0,0,3570.26,12746756.47,8.1804,1.1787,541.26
0,1,0,1,1,0.4655,0,1,0,0,0,24000,576000000,10.0858,0,28097,789441409,10.2434,0,15166,230007556,9.6268,0,0,0,0,0,0,2024,4096576,7.6128,1.2908,456
0,0,0,0,1,0.596,0,0,0,0,1,0,0,0,0,53108.57,2820520207,10.8801,0,54588,2979849744,10.9076,0,0,0,0,0,0,3055.54,9336324.692,8.0247,1.0397,116.54
0,1,0,1,0,0.5502,0,0,0,0,0,134000,17956000000,11.8056,0,13110,171872100,9.4811,0,78388.92,6144822779,11.2694,0,0,3800.16,14441216.03,8.2428,0,3153.16,9942417.986,8.0562,2.8045,2028.83
0,1,0,0,1,0.4344,0,0,0,0,0,258000,66564000000,12.4607,0,14004,196112016,9.5471,0,80335,6453712225,11.294,0,0,0,0,0,0,5831,34000561,8.6709,1.3966,1656
0,0,0,0,0,0.6421,0,0,0,0,1,0,0,0,0,26745,715295025,10.1941,0,17455.86,304707048.3,9.7674,0,0,0,0,0,0,4099,16801801,8.3185,1.0969,362
0,0,0,1,0,0.1699,0,0,0,0,0,229500,52670250000,12.3437,0,5950,35402500,8.6911,0,17296.49,299168566.3,9.7583,0,0,0,0,0,0,2932.97,8602313.021,7.9838,1.0956,255.93
0,0,0,1,0,0.499,0,1,0,0,1,0,0,0,0,9480,89870400,9.1569,0,15557.94,242049497,9.6523,0,0,7685.49,59066756.54,8.9471,0,1588.73,2524063.013,7.3707,1.0691,102.73
0,0,0,1,0,0.5872,0,0,0,0,1,0,0,0,0,12748,162511504,9.4531,0,57235,3275845225,10.9549,0,0,0,0,0,0,1724.34,2973348.436,7.4526,1.2402,334
0,0,0,1,0,0.5742,0,0,0,0,0,125000,15625000000,11.7361,0,6900,47610000,8.8393,0,1581,2499561,7.3658,0,0,0,0,0,0,2276.67,5183226.289,7.7305,1.5519,809.67
0,0,0,1,0,0.3822,0,0,0,0,0,280000,78400000000,12.5425,0,500.9,250900.81,6.2164,0,23838,568250244,10.079,0,0,0,0,0,0,8139.61,66253250.95,9.0045,1.0125,100.61
0,1,0,0,1,0.6421,0,0,0,0,0,385000,1.48225E+11,12.861,0,72385,5239588225,11.1898,0,76317,5824284489,11.2427,0,0,0,0,0,0,6888.91,47457080.99,8.8377,1.2617,1429
0,0,0,1,0,0.3525,0,1,0,0,1,0,0,0,0,17514,306740196,9.7708,0,8457,71520849,9.0427,0,0,2,4,0.6931,0,1942,3771364,7.5715,1.2198,350
0,1,0,1,0,0.3822,0,0,0,0,0,235000,55225000000,12.3673,0,8270,68392900,9.0204,0,3826,14638276,8.2496,0,0,0,0,0,0,4451.51,19815941.28,8.401,1.1484,575.16
0,0,0,0,0,0.4406,0,0,0,0,1,0,0,0,0,16300,265690000,9.6989,0,21141.55,446965136.4,9.959,0,0,0,0,0,0,2653,7038409,7.8834,1.2651,556
0,0,0,0,0,0.3525,0,0,0,0,0,144870,20987316900,11.8836,0,11520,132710400,9.3518,0,17225.58,296720606.3,9.7542,0,0,0,0,0,0,3035,9211225,8.018,1.1304,350
0,0,0,0,0,0.5502,0,0,0,0,0,80000,6400000000,11.2898,0,31625,1000140625,10.3617,0,33291,1108290681,10.413,0,0,1500,2250000,7.3132,0,3038.47,9232299.941,8.0191,2.1108,1599
0,0,1,0,0,0.4,0,1,0,0,0,205000,42025000000,12.2308,0,44457,1976424849,10.7023,0,95568,9133242624,11.4676,0,0,0,0,0,0,5674,32194276,8.6436,1.0236,131
0,1,0,0,0,0.5897,0,0,0,0,1,0,0,0,0,32605,1063086025,10.3922,0,82757.11,6848739256,11.3237,0,0,0,0,0,0,4178.42,17459193.7,8.3377,1.1887,663.42
0,0,0,0,0,0.331,0,1,0,0,1,0,0,0,0,2000,4000000,7.6009,0,5185,26884225,8.5535,0,0,0,0,0,0,1455.33,2117985.409,7.283,0.9153,-134.67
0,0,0,1,0,0.4674,0,0,0,0,0,250,62500,5.5215,0,28029,785624841,10.241,0,31041.79,963592726.4,10.3431,0,0,0,0,0,0,3227.21,10414884.38,8.0794,1.1672,462.22
0,1,0,0,0,0.5792,0,0,0,0,0,53826,2897238276,10.8935,0,15279.04,233449063.3,9.6342,0,4802.68,23065735.18,8.4769,0,0,0,0,0,0,2675.57,7158674.825,7.8919,1.1557,360.4
0,0,0,0,1,0.6239,0,0,0,0,0,88000,7744000000,11.3851,0,8695.2,75606503.04,9.0705,0,7847.9,61589534.41,8.968,0,0,0,0,0,0,1746.2,3049214.44,7.4652,1.2076,300.2
0,0,1,0,0,0.1699,0,0,0,1,0,140000,19600000000,11.8494,1,17889,320016321,9.7919,1,29784,887086656,10.3017,0,1,0,0,0,1,3301,10896601,8.102,1,0
0,1,0,0,0,0.6255,0,0,0,0,0,195000,38025000000,12.1808,0,139269.12,19395887786,11.8442,0,104524,10925266576,11.5572,0,0,5097.61,25985627.71,8.5365,0,8533.85,72826595.82,9.0518,1.3844,2369.59
0,0,0,0,0,0.3972,0,0,0,0,0,223214,49824489796,12.3159,0,3100,9610000,8.0392,0,5014,25140196,8.52,0,0,0,0,0,0,5587.49,31220044.5,8.6283,1.171,815.82
0,1,0,0,1,0.5885,0,0,0,0,0,125000,15625000000,11.7361,0,10536,111007296,9.2626,0,15971.4,255085618,9.6786,0,0,7425,55130625,8.9126,0,2335.79,5455914.924,7.7561,1.1203,250.79
0,0,0,0,1,0.5412,0,0,0,0,0,110000,12100000000,11.6082,0,19737,389549169,9.8903,0,41405.37,1714404665,10.6312,0,0,2859,8173881,7.9582,0,3101.83,9621349.349,8.0397,1.1474,398.59
0,1,0,1,1,0.5168,0,0,0,0,0,46000,2116000000,10.7364,0,12979,168454441,9.4711,0,41440.22,1717291834,10.632,0,0,406,164836,6.0064,0,2591.97,6718308.481,7.8602,1.1373,312.97
0,0,0,1,1,0.597,0,0,0,0,1,0,0,0,0,13425,180230625,9.5049,0,19224,369562176,9.8639,0,0,5300,28090000,8.5755,0,3082.5,9501806.25,8.0335,1.1366,370.5
0,1,0,1,1,0.6231,0,0,0,0,0,35921,1290318241,10.4891,0,5420,29376400,8.5979,0,8573,73496329,9.0564,0,0,221,48841,5.3982,0,3145,9891025,8.0536,1.1252,350
0,0,0,1,0,0.3525,0,0,0,0,1,0,0,0,0,274650,75432622500,12.5233,0,30000,900000000,10.309,0,0,15000,225000000,9.6158,0,2400,5760000,7.7832,0.4533,-2895
0,0,1,1,0,0.4523,0,1,0,0,0,68000,4624000000,11.1273,1,17889,320016321,9.7919,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0.4709,0,1,0,0,0,115000,13225000000,11.6527,0,45770,2094892900,10.7314,0,20203,408161209,9.9136,0,0,0,0,0,0,5030.96,25310558.52,8.5234,1.6939,2060.96
0,0,0,0,1,0.5792,0,0,0,0,0,15389,236821321,9.6414,0,9040,81721600,9.1094,0,13261,175854121,9.4926,0,0,0,0,0,0,1144,1308736,7.0423,1.217,204
0,0,0,0,0,0.1699,0,0,0,0,0,750000,5.625E+11,13.5278,0,29760,885657600,10.3009,0,8452.06,71437318.24,9.0422,0,0,0,0,0,0,8115.64,65863612.61,9.0015,1.0334,262.64
0,0,0,0,0,0.4293,0,0,0,0,0,94392,8909849664,11.4552,0,7570,57304900,8.9319,0,1903,3621409,7.5512,0,0,0,0,0,0,3035.39,9213592.452,8.0181,2.3882,1764.39
0,1,0,0,0,0.1699,0,0,0,0,0,191420.13,36641666169,12.1622,0,53707,2884441849,10.8913,0,23615,557668225,10.0696,0,0,0,0,0,0,3893,15155449,8.2669,0.9336,-277.09
0,0,0,0,0,0.4523,0,1,0,0,1,0,0,0,0,7000,49000000,8.8537,0,1947,3790809,7.574,0,0,4622,21362884,8.4386,0,1880,3534400,7.539,1.2992,433
0,1,0,0,1,0.5316,0,0,0,0,0,116250,13514062500,11.6635,0,285100,81282010000,12.5606,0,48106.35,2314220910,10.7812,0,0,0,0,0,0,3814.35,14549265.92,8.2465,1.3555,1000.27
0,1,0,0,1,0.4344,0,0,0,0,0,183000,33489000000,12.1172,0,37980,1442480400,10.5448,0,78107,6100703449,11.2658,0,0,40020,1601600400,10.5971,0,7515,56475225,8.9247,1.1959,1231
0,0,0,1,1,0.1699,0,0,0,0,0,200000,40000000000,12.2061,0,30144,908660736,10.3137,0,14120,199374400,9.5553,0,0,0,0,0,0,2143,4592449,7.67,1.1393,262
0,1,0,0,1,0.4239,0,0,0,0,0,457000,2.08849E+11,13.0324,0,27468.54,754520689.7,10.2208,0,103824.52,10779530953,11.5505,0,0,0,0,0,0,4652,21641104,8.4451,1.1581,635
0,1,0,0,0,0.6231,0,1,0,0,1,0,0,0,0,19150,366722500,9.8601,0,2335,5452225,7.7558,0,0,0,0,0,0,3384,11451456,8.1268,1.2155,600
0,1,0,0,0,0.5296,0,0,0,0,0,138641,19221326881,11.8396,0,3529,12453841,8.1688,0,77327.04,5979471115,11.2558,0,0,0,0,0,0,4075.86,16612634.74,8.3128,1.0532,205.86
0,0,0,0,0,0.3525,0,0,0,0,0,415000,1.72225E+11,12.936,0,3884,15085456,8.2646,0,138568,19201090624,11.8391,0,0,524,274576,6.2615,0,5405,29214025,8.5951,1,0
0,1,0,0,0,0.3525,0,0,0,0,0,125000,15625000000,11.7361,0,30560,933913600,10.3274,0,4864,23658496,8.4896,0,0,0,0,0,0,4571,20894041,8.4275,1.0753,320
0,1,0,0,1,0.441,0,0,0,0,0,201600,40642560000,12.214,0,33093.25,1095163196,10.4071,0,11636.81,135415347,9.3619,0,0,0,0,0,0,5244,27499536,8.5648,1.1415,650
0,0,0,0,1,0.6231,0,1,0,0,1,0,0,0,0,31747,1007872009,10.3656,0,15123,228705129,9.624,0,0,1433,2053489,7.2675,0,1372,1882384,7.224,1.1767,206
0,0,0,0,0,0.331,0,1,0,0,1,0,0,0,0,6025,36300625,8.7037,0,7835.74,61398821.35,8.9665,0,0,0,0,0,0,990,980100,6.8977,1.2611,205
0,0,0,0,0,0.5296,0,0,0,0,0,150000,22500000000,11.9184,0,17445,304328025,9.7668,0,20563,422836969,9.9312,0,0,0,0,0,0,2770,7672900,7.9266,0.5811,-1997
0,0,1,1,0,0.5549,0,1,0,1,0,140000,19600000000,11.8494,1,17889,320016321,9.7919,1,29784,887086656,10.3017,0,1,0,0,0,1,3301,10896601,8.102,1,0
0,1,0,0,1,0.6579,0,0,0,0,0,85000,7225000000,11.3504,0,17415,303282225,9.7651,0,20065.39,402619875.9,9.9068,0,0,0,0,0,0,3199,10233601,8.0706,1.0579,175
0,1,0,0,1,0.4455,0,0,0,0,1,0,0,0,0,26245.76,688839918,10.1753,0,90147.8,8126625845,11.4092,0,0,2659,7070281,7.8857,0,4424.69,19577881.6,8.395,1.1008,405
0,1,0,0,1,0.6255,0,0,0,0,0,153100,23439610000,11.9388,0,6633,43996689,8.7998,0,65656,4310710336,11.0922,0,0,0,0,0,0,3287,10804369,8.0977,1.0314,100
0,1,0,0,1,0.597,0,0,0,0,0,413475,1.70962E+11,12.9324,0,18179,330476041,9.808,0,96155.76,9245930181,11.4737,0,0,0,0,0,0,5095.53,25964425.98,8.5361,1.1089,500.51
0,0,1,0,0,0.4686,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0.5371,0,0,0,0,1,0,0,0,0,55159.8,3042603536,10.918,0,90694.16,8225430658,11.4152,0,0,0,0,0,0,3868.8,14967613.44,8.2607,1.3353,971.41
0,1,0,0,1,0.5897,0,1,0,0,0,631500,3.98792E+11,13.3559,0,73375.84,5384013896,11.2034,0,92740,8600707600,11.4376,0,0,0,0,0,0,12471.45,155537065.1,9.4312,1.4152,3659.06
0,0,1,0,0,0.1699,0,0,0,1,0,140000,19600000000,11.8494,1,17889,320016321,9.7919,1,29784,887086656,10.3017,0,1,0,0,0,1,3301,10896601,8.102,1,0
0,0,0,0,0,0.5549,0,0,0,0,0,75000,5625000000,11.2252,0,1405.02,1974081.2,7.2478,0,7957.93,63328649.88,8.9819,0,0,0,0,0,0,1197.06,1432952.644,7.0876,1.7173,500
0,1,0,0,1,0.4523,0,1,0,0,0,68580,4703216400,11.1358,0,15650,244922500,9.6582,0,67907.93,4611486957,11.1259,0,0,0,0,0,0,2500,6250000,7.824,1.3158,600
0,0,0,0,0,0.4709,0,1,0,0,0,121000,14641000000,11.7035,0,51175,2618880625,10.843,0,3882.8,15076135.84,8.2643,0,0,0,0,0,0,2262,5116644,7.724,1.0009,2
0,0,0,0,1,0.499,0,1,0,0,0,8750,76562500,9.0768,0,36821.72,1355839064,10.5138,0,6962.86,48481419.38,8.8483,0,0,2875,8265625,7.9638,0,1504,2262016,7.3159,1.326,369.8
0,0,0,0,1,0.5412,0,0,0,0,1,0,0,0,0,13406.5,179734242.3,9.5035,0,7000,49000000,8.8537,0,0,0,0,0,0,2099,4405801,7.6492,1.0622,123
0,1,0,1,1,0.5296,0,0,0,0,1,0,0,0,0,27575,760380625,10.2247,0,34580.1,1195783316,10.451,0,0,0,0,0,0,3253.35,10584286.22,8.0874,1.0317,100
0,0,0,0,0,0.5885,0,0,0,0,0,332000,1.10224E+11,12.7129,0,5750,33062500,8.657,0,27834.44,774756050.1,10.234,0,0,0,0,0,0,1774.93,3150376.505,7.4815,0.6369,-1012.07
0,1,0,0,1,0.5606,0,0,0,0,0,620400,3.84896E+11,13.3381,0,22745,517335025,10.0321,0,54445,2964258025,10.9049,0,0,0,0,0,0,2618.08,6854342.886,7.8702,1.858,1209
0,0,0,1,0,0.4739,0,0,0,0,0,37000,1369000000,10.5187,0,46750,2185562500,10.7526,0,5101,26020201,8.5372,0,0,0,0,0,0,2600,6760000,7.8633,1.4001,743
0,0,1,0,0,0.331,0,1,0,1,0,140000,19600000000,11.8494,1,17889,320016321,9.7919,1,29784,887086656,10.3017,0,1,0,0,0,1,3301,10896601,8.102,1,0
0,0,0,0,1,0.6421,0,0,0,0,0,350000,1.225E+11,12.7657,0,21500,462250000,9.9758,0,84211.69,7091608733,11.3411,0,0,0,0,0,0,1713,2934369,7.446,1.0301,50
0,0,0,0,0,0.5502,0,0,0,0,0,75000,5625000000,11.2252,0,750,562500,6.6201,0,23546.78,554450848.4,10.0667,0,0,1065.68,1135673.862,6.9714,0,2454,6022116,7.8055,0.9844,-39
0,0,0,0,1,0.458,0,0,0,0,0,120000,14400000000,11.6952,0,14955,223652025,9.6128,0,88736,7874077696,11.3934,0,0,2800,7840000,7.9374,0,3635.26,13215115.27,8.1984,1.2901,817.44
0,1,0,0,1,0.5296,0,0,0,0,1,0,0,0,0,5850,34222500,8.6742,0,58029,3367364841,10.9687,0,0,0,0,0,0,3648,13307904,8.2019,1.0253,90
0,1,0,0,0,0.4523,0,1,0,0,0,175000,30625000000,12.0725,0,15270,233172900,9.6336,0,10985.74,120686483.3,9.3044,0,0,0,0,0,0,3451.1,11910091.21,8.1464,1.1945,562
0,0,1,1,0,0.3525,0,1,0,1,0,140000,19600000000,11.8494,1,17889,320016321,9.7919,1,29784,887086656,10.3017,0,1,0,0,0,1,3301,10896601,8.102,1,0
1,0,0,0,0,0.458,0,0,0,0,0,1007510,1.01508E+12,13.823,0,35735,1276990225,10.4839,0,15107.98,228251059.7,9.623,0,0,32522,1057680484,10.3897,0,36099.83,1303197726,10.494,1.1035,3387.01
0,1,0,0,1,0.62,0,0,0,0,0,78000,6084000000,11.2645,0,31554.39,995679528.3,10.3595,0,69250.31,4795605435,11.1455,0,0,1900,3610000,7.5496,0,4418.47,19522877.14,8.3935,1.0127,55.47
0,0,0,1,1,0.6414,0,0,0,0,1,0,0,0,0,2900,8410000,7.9725,0,23188.36,537700039.5,10.0514,0,0,7558.32,57128201.22,8.9304,0,2245,5040025,7.7165,1.1097,222
0,0,0,1,0,0.499,0,0,0,0,1,0,0,0,0,740,547600,6.6067,0,173665,30159532225,12.0649,0,0,15402,237221604,9.6423,0,1248.8,1559501.44,7.1299,1.8271,565.3
0,0,0,0,0,0.4523,0,1,0,0,1,0,0,0,0,2975,8850625,7.998,0,2714.76,7369921.858,7.9065,0,0,0,0,0,0,416,173056,6.0307,1.415,122
0,0,0,0,0,0.62,0,0,0,0,0,250000,62500000000,12.4292,0,21775,474150625,9.9885,0,25904.83,671060217.3,10.1622,0,0,89062.8,7932182344,11.3971,0,6600,43560000,8.7948,1.4197,1951
0,0,0,1,0,0.3525,0,0,0,0,0,229037,52457947369,12.3416,0,22877,523357129,10.0379,0,10447,109139809,9.2541,0,0,20000,400000000,9.9035,0,5680.85,32272056.72,8.6449,1.2061,970.85
0,0,0,0,0,0.3972,0,0,0,1,0,140000,19600000000,11.8494,1,17889,320016321,9.7919,1,29784,887086656,10.3017,0,1,0,0,0,1,3301,10896601,8.102,1,0
0,1,0,0,1,0.6255,0,0,0,0,0,135000,18225000000,11.813,0,18661.47,348250462.6,9.8342,0,6445.39,41543052.25,8.7711,0,0,1237,1530169,7.1204,0,3173.28,10069705.96,8.0625,1.1151,327.43
0,0,0,0,0,0.458,0,0,0,0,1,0,0,0,0,36275,1315875625,10.4989,0,4666,21771556,8.4481,0,0,3000,9000000,8.0064,0,0,0,0,0.0001,-1376
0,1,0,0,1,0.499,0,0,0,0,0,90000,8100000000,11.4076,0,38500,1482250000,10.5584,0,37562.84,1410966949,10.5338,0,0,6950.71,48312369.5,8.8466,0,3330.81,11094295.26,8.111,1.3782,914
0,0,0,0,0,0.298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0.3822,0,0,0,0,0,220000,48400000000,12.3014,0,3500,12250000,8.1605,0,12928,167133184,9.4672,0,0,0,0,0,0,5505,30305025,8.6134,1.4284,1651
0,0,0,1,1,0.5883,0,1,0,0,1,0,0,0,0,14785,218596225,9.6014,0,24615.92,605943517.4,10.1111,0,0,3292.15,10838251.62,8.0993,0,2321.63,5389965.857,7.75,1.1775,350
0,0,0,1,0,0.331,0,1,0,0,0,126000,15876000000,11.744,0,6600,43560000,8.7948,0,4126.87,17031056,8.3253,0,0,953,908209,6.8596,0,1354.56,1834832.794,7.2112,1.91,645.38
0,0,0,0,0,0.469,0,0,0,0,0,72000,5184000000,11.1844,0,5010,25100100,8.5192,0,36395.84,1324657169,10.5022,0,0,0,0,0,0,2146.55,4607676.903,7.6716,2.0709,1110
0,1,0,1,1,0.6239,0,0,0,0,1,0,0,0,0,24570,603684900,10.1093,0,57825.45,3343782668,10.9652,0,0,0,0,0,0,1374.53,1889332.721,7.2259,1.4484,425.53
0,0,0,1,0,0.6255,0,0,0,0,0,85000,7225000000,11.3504,0,5840,34105600,8.6725,0,799,638401,6.6834,0,0,0,0,0,0,2007,4028049,7.6044,1.0819,152
0,1,0,0,0,0.5412,0,0,0,0,0,204249,41717654001,12.2271,0,22914.76,525086225.9,10.0395,0,19574.91,383177101.5,9.882,0,0,2789,7778521,7.9334,0,5520.8,30479232.64,8.6163,1.1512,725
0,1,0,0,1,0.3525,0,0,0,0,0,152000,23104000000,11.9316,0,28758,827022564,10.2667,0,61302.18,3757957273,11.0236,0,0,4070,16564900,8.3114,0,3751,14070001,8.2298,1.133,440.19
0,0,1,0,0,0.5897,0,1,0,0,1,0,0,0,0,490,240100,6.1944,0,28633.13,819856133.6,10.2623,0,0,0,0,0,0,0,0,0,0,-3301
0,1,0,0,0,0.469,0,0,0,0,0,177500,31506250000,12.0867,0,32430,1051704900,10.3868,0,34017.42,1157184863,10.4346,0,0,0,0,0,0,3859.65,14896898.12,8.2583,2.1328,2050
0,0,0,0,1,0.4463,0,0,0,1,0,140000,19600000000,11.8494,0,47721.58,2277349198,10.7731,0,81499.53,6642173390,11.3084,0,0,11364,129140496,9.3382,0,3250.21,10563865.04,8.0865,1.0583,179.09
0,0,0,0,1,0.6255,0,0,0,0,0,45000,2025000000,10.7144,0,2930,8584900,7.9828,0,41849.84,1751409108,10.6418,0,0,0,0,0,0,3304,10916416,8.1029,1.0762,234.07
0,1,0,1,0,0.469,0,0,0,0,0,73400,5387560000,11.2037,0,5628.26,31677310.63,8.6356,0,41711.28,1739830879,10.6385,0,0,0,0,0,0,3797.11,14418044.35,8.242,1.267,800.11
0,0,0,0,1,0.6049,0,0,0,0,0,123000,15129000000,11.7199,0,18734,350962756,9.8381,0,15723.82,247238515.4,9.6629,0,0,0,0,0,0,4284,18352656,8.3626,1.1339,506
0,0,0,0,1,0.4655,0,1,0,0,0,33800,1142440000,10.4282,0,28755,826850025,10.2666,0,19219.01,369370345.4,9.8637,0,0,0,0,0,0,1332,1774224,7.1944,1.408,386
0,1,0,0,1,0.4739,0,0,0,0,0,115432,13324546624,11.6564,0,50779.36,2578543402,10.8352,0,174172.83,30336174710,12.0678,0,0,12113,146724769,9.402,0,8102.86,65656340.18,9,1.6145,3084
0,1,0,1,0,0.6255,0,0,0,0,0,94400,8911360000,11.4553,0,105705,11173547025,11.5684,0,13779,189860841,9.5309,0,0,0,0,0,0,3628,13162384,8.1964,1.3059,849.83
0,0,0,0,0,0.5412,0,0,0,0,0,52000,2704000000,10.859,0,18537.1,343624076.4,9.8275,0,40232.75,1618674173,10.6024,0,0,4941,24413481,8.5053,0,3417.82,11681493.55,8.1368,1.272,730.82
0,0,1,0,0,0.6409,0,1,0,0,0,150000,22500000000,11.9184,0,23060,531763600,10.0459,0,6335,40132225,8.7538,0,0,0,0,0,0,3425,11730625,8.1389,1.112,345
1,1,0,0,1,0.596,0,0,0,0,0,499000,2.49001E+11,13.1204,0,58820,3459792400,10.9822,0,91556,8382501136,11.4247,0,0,0,0,0,0,4618,21325924,8.4377,1.1214,500
0,1,0,0,0,0.6084,0,0,0,0,1,0,0,0,0,20684.71,427857227.8,9.9372,0,120023.07,14405537332,11.6954,0,0,0,0,0,0,3093.71,9571041.564,8.0371,1.0021,6.43
0,0,1,1,0,0.1635,0,0,0,1,0,140000,19600000000,11.8494,1,17889,320016321,9.7919,1,29784,887086656,10.3017,0,1,0,0,0,1,3301,10896601,8.102,1,0
0,0,0,0,0,0.298,0,0,0,0,0,225500,50850250000,12.3261,0,6500,42250000,8.7796,0,2495,6225025,7.822,0,0,0,0,0,0,4225,17850625,8.3488,1.2141,745
0,1,0,0,0,0.458,0,0,0,0,0,1015000,1.03023E+12,13.8304,0,93116,8670589456,11.4416,0,300028.79,90017274829,12.6116,0,0,1800,3240000,7.4955,0,6289.24,39554539.78,8.7466,1.103,587.24
0,1,0,0,1,0.4406,0,0,0,0,1,0,0,0,0,75920,5763846400,11.2374,0,0,0,0,0,0,0,0,0,0,6558,43007364,8.7884,1.0248,159
0,0,0,0,0,0.3822,0,0,0,0,0,175000,30625000000,12.0725,0,2700,7290000,7.901,0,587.47,345121.0009,6.3758,0,0,0,0,0,0,2678,7171684,7.8928,1.4994,892
0,0,0,0,0,0.4739,0,0,0,0,0,122000,14884000000,11.7118,0,55725,3105275625,10.9282,0,10332,106750224,9.243,0,0,1025,1050625,6.9324,0,3708,13749264,8.2182,2.9243,2440
0,0,0,1,0,0.469,0,0,0,0,0,110000,12100000000,11.6082,0,3145,9891025,8.0536,0,28665.78,821726943,10.2635,0,0,0,0,0,0,1117.61,1249052.112,7.0189,1.2349,212.61
0,1,0,0,1,0.4709,0,1,0,0,1,0,0,0,1,17889,320016321,9.7919,1,29784,887086656,10.3017,0,1,0,0,0,1,3301,10896601,8.102,1,0
0,1,0,1,0,0.5354,0,0,0,0,0,172700,29825290000,12.0593,0,30777,947223729,10.3345,0,31532.86,994321259.8,10.3588,0,0,24622.9,606287204.4,10.1114,0,4494.86,20203766.42,8.4107,1.6431,1759.18
0,1,0,0,0,0.6579,0,0,0,0,0,106560,11355033600,11.5765,0,7388.49,54589784.48,8.9077,0,81911.56,6709503662,11.3134,0,0,1575,2480625,7.362,0,2472.5,6113256.25,7.813,1.0055,13.5
0,0,0,0,0,0.5514,0,0,0,0,0,145000,21025000000,11.8845,0,901,811801,6.8035,0,71167,5064741889,11.1728,0,0,0,0,0,0,1471,2163841,7.2937,1.044,62.06
0,0,0,0,0,0.5412,0,0,0,0,0,133600,17848960000,11.8026,0,26250,689062500,10.1754,0,22638,512479044,10.0274,0,0,26200,686440000,10.1735,0,3262,10640644,8.0901,1.4294,980
0,1,0,0,1,0.499,0,0,0,0,0,115000,13225000000,11.6527,0,199698,39879291204,12.2046,0,30526.38,931859875.9,10.3263,0,0,0,0,0,0,3313.39,10978553.29,8.1057,1.1195,353.64
0,0,0,0,1,0.5296,0,0,0,0,0,284000,80656000000,12.5567,0,18520,342990400,9.8266,0,3600,12960000,8.1887,0,0,0,0,0,0,3697.6,13672245.76,8.2154,1.0278,100
0,0,0,0,0,0.3525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0.4463,0,0,0,1,0,140000,19600000000,11.8494,1,17889,320016321,9.7919,1,29784,887086656,10.3017,0,1,0,0,0,1,3301,10896601,8.102,1,0
0,0,0,1,0,0.3096,0,0,0,0,0,85000,7225000000,11.3504,0,4800,23040000,8.4764,0,13575,184280625,9.516,0,0,0,0,0,0,2526.78,6384617.168,7.8347,1.3469,650.78
0,1,0,0,0,0.4406,0,0,0,0,0,446875,1.99697E+11,13.01,0,36173.4,1308514868,10.4961,0,106815,11409444225,11.5789,0,0,5661.77,32055639.53,8.6415,0,11243.62,126418990.7,9.3276,1.0804,837.06
0,0,0,0,1,0.5502,0,0,0,0,1,0,0,0,0,7374.16,54378235.71,8.9057,0,6115.22,37395915.65,8.7185,0,0,1623.54,2635882.132,7.3924,0,2026.33,4106013.269,7.614,1.309,478.33
0,1,0,1,1,0.4709,0,1,0,0,1,0,0,0,0,6420,41216400,8.7672,0,15377.09,236454896.9,9.6406,0,0,0,0,0,0,3077,9467929,8.0317,1.149,399
0,0,0,0,0,0.6255,0,0,0,0,0,90000,8100000000,11.4076,0,6416,41165056,8.7666,0,4961.16,24613108.55,8.5094,0,0,0,0,0,0,2322.1,5392148.41,7.7502,1.2019,390.1
0,0,1,0,0,0.1699,0,0,0,1,0,140000,19600000000,11.8494,1,17889,320016321,9.7919,1,29784,887086656,10.3017,0,1,0,0,0,1,3301,10896601,8.102,1,0
0,0,0,1,0,0.5407,0,0,0,0,0,135000,18225000000,11.813,0,12670,160528900,9.447,0,1200,1440000,7.0901,0,0,3546.4,12576952.96,8.1737,0,2541.17,6457544.969,7.8404,1.1244,281.17
0,0,0,0,0,0.3822,0,0,0,0,0,136333,18586686889,11.8229,0,21460,460531600,9.9739,0,34990.07,1224304999,10.4628,0,0,0,0,0,0,2269.89,5152400.612,7.7275,1.0026,5.89
